Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
5.415693958333334, 1, 1, 0, 1, 1, 1, 1, 1
5.415698625000000, 1, 1, 1, 1, 1, 1, 1, 1
5.415703541666667, 1, 1, 0, 1, 1, 1, 1, 1
5.415703875000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415708708333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415713541666667, 1, 0, 0, 1, 1, 1, 1, 1
5.415713958333334, 1, 1, 0, 1, 1, 1, 1, 1
5.415718666666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415723583333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415726041666667, 1, 0, 0, 1, 1, 1, 1, 1
5.415728666666667, 1, 0, 1, 1, 1, 1, 1, 1
5.415733583333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415736375000001, 1, 1, 0, 1, 1, 1, 1, 1
5.415742791666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415747708333334, 1, 1, 0, 1, 1, 1, 1, 1
5.415752791666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415757708333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415759125000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415762833333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415767708333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415772833333333, 1, 0, 1, 1, 1, 1, 1, 1
5.415777708333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415779125000000, 1, 1, 0, 1, 1, 1, 1, 1
5.415782791666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415787708333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415789166666667, 1, 0, 0, 1, 1, 1, 1, 1
5.415792833333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415797750000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415799500000000, 1, 1, 0, 1, 1, 1, 1, 1
5.415802833333333, 1, 1, 1, 1, 1, 1, 1, 1
5.415807750000000, 1, 1, 0, 1, 1, 1, 1, 1
5.415809000000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415812875000000, 1, 0, 1, 1, 1, 1, 1, 1
5.415817750000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415822916666667, 1, 0, 1, 1, 1, 1, 1, 1
5.415827750000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415828166666667, 1, 1, 0, 1, 1, 1, 1, 1
5.415830875000000, 1, 0, 0, 1, 1, 1, 1, 1
5.415838083333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415842958333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415848083333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415852958333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415854458333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415858041666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415862958333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415868041666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415872958333334, 1, 1, 0, 1, 1, 1, 1, 1
5.415878041666667, 1, 1, 1, 1, 1, 1, 1, 1
5.415882958333333, 1, 1, 0, 1, 1, 1, 1, 1
5.415884333333334, 1, 0, 0, 1, 1, 1, 1, 1
5.415888083333334, 1, 0, 1, 1, 1, 1, 1, 1
5.415893000000001, 1, 0, 0, 1, 1, 1, 1, 1
5.415898125000000, 1, 0, 1, 1, 1, 1, 1, 1
5.415903000000000, 1, 0, 0, 1, 1, 1, 1, 1
